PDB,label,year,resolution,type,operation,data
2k2r,2.886056647693163,2008,NMR,Kd,=,1.3mM
2wpb,2.886056647693163,2010,2.05,Ki,=,1.3mM
2wtx,2.886056647693163,2010,2.20,Ki,=,1.3mM
3f36,2.886056647693163,2009,1.70,Kd,=,1.3mM
3g31,2.886056647693163,2009,1.70,Ki,=,1.3mM
4b35,2.886056647693163,2013,1.40,Kd,=,1.3mM
4cd8,2.886056647693163,2014,1.47,Ki,=,1.3mM
4gqq,2.886056647693163,2012,1.35,Ki,=,1.3mM
4kzb,2.886056647693163,2014,1.37,Ki,=,1.3mM
4llx,2.886056647693163,2014,1.75,Ki,=,1300uM
4u5u,2.886056647693163,2015,1.96,Kd,=,1.3mM
4urx,2.886056647693163,2015,2.49,Kd,=,1.3mM
5aes,2.886056647693163,2015,2.75,IC50,~,1.3mM
3c2u,2.9030899869919438,2008,1.30,Ki,=,1.25mM
5aom,2.896196279044043,2015,1.74,Kd,=,1270uM
1ms0,2.910094888560602,2003,2.50,Ki,=,1.23mM
2ay4,2.906578314837765,1999,2.20,Kd,=,1.24mM
2pri,2.910094888560602,1998,2.30,Ki,=,1.23mM
4kc1,2.9136401693252516,2013,1.50,IC50,=,1220uM
1eef,2.9208187539523753,2000,1.80,IC50,=,1.2mM
1h2k,2.9208187539523753,2002,2.15,Ki,=,1.2mM
1o4k,2.9208187539523753,2004,1.57,IC50,=,1.2mM
1p6e,2.91721462968355,2003,2.30,Ki,=,1.21mM
1zp5,2.9208187539523753,2005,1.80,IC50,=,1200uM
2aa9,2.9208187539523753,2006,1.50,IC50,=,1.2mM
2aay,2.9208187539523753,2006,1.55,IC50,=,1.2mM
2fkf,2.9208187539523753,2006,2.00,Kd,=,1.2mM
2fw6,2.9208187539523753,2006,1.85,Kd,=,1.2mM
2fwp,2.9208187539523753,2006,1.85,Kd,=,1.2mM
2kfg,2.9208187539523753,2009,NMR,Kd,=,1.2mM
3alt,2.9244530386074694,2011,2.50,Kd,=,1.19mM
3iaf,2.9208187539523753,2010,2.80,Ki,=,1.2mM
3k8c,2.9208187539523753,2010,2.10,Ki,=,1.2mM
4ai5,2.9208187539523753,2012,2.22,Kd,=,1.2mM
4ef6,2.9208187539523753,2013,1.94,Kd,=,1.2mM
4lm3,2.9208187539523753,2014,1.49,Ki,=,1200uM
4u4s,2.9208187539523753,2014,1.90,Kd,=,1200uM
4x14,2.9208187539523753,2015,2.30,Kd,=,1.2mM
4y2q,2.9208187539523753,2015,2.40,Kd,=,1200uM
5c0k,2.9208187539523753,2015,2.20,IC50,=,1200uM
5ct2,2.9208187539523753,2015,2.00,Kd,=,1.2mM
1tng,2.9318141382538383,1994,1.80,Ki,=,1.17mM
3ftv,2.9329291439546297,2009,1.70,IC50,=,1167uM
1p6d,2.939302159646388,2003,2.00,Ki,=,1.15mM
2vmc,2.939302159646388,2008,1.90,Kd,=,1.15mM
4y62,2.9457700901366026,2015,1.60,IC50,=,1133uM
1f4e,2.958607314841775,2000,1.90,Ki,=,1.1mM
1w1t,2.958607314841775,2005,1.90,IC50,=,1.1mM
1ykp,2.958607314841775,2005,2.41,Kd,=,1100uM
2br6,2.958607314841775,2005,1.70,Ki,=,1.10mM
2kdh,2.958607314841775,2009,NMR,Kd,=,1.1mM
2w8j,2.958607314841775,2009,1.50,Kd,=,1.1mM
3dhv,2.958607314841775,2008,2.00,Kd,=,1.1mM
3g34,2.958607314841775,2009,1.31,Ki,=,1.1mM
3imc,2.958607314841775,2009,1.60,Kd,=,1100uM
3img,2.958607314841775,2009,1.80,Kd,=,1.1mM
4bgy,2.958607314841775,2013,2.68,Kd,=,1.1mM
4dst,2.958607314841775,2012,2.30,Kd,=,1.1mM
4k3l,2.958607314841775,2013,1.50,IC50,=,1.1mM
4mrg,2.958607314841775,2014,1.69,Kd,=,1.1mM
4owm,2.962573502059376,2014,1.99,Ki,=,1090uM
2hw2,2.9706162223147903,2007,1.45,Ki,=,1.07mM
4ceb,2.96657624451305,2013,1.75,Kd,=,1080uM
2rnw,2.978397283971758,2008,NMR,Kd,=,1051uM
3ckb,2.9829666607012197,2008,2.30,Kd,=,1.04mM
3djq,2.9803022690198078,2009,1.53,Ki,=,1046.4uM
4ibc,2.979224511806442,2014,1.75,Kd,=,1049uM
5aba,2.9829666607012197,2015,1.62,Kd,=,1040uM
3ump,2.9888526392242025,2012,1.85,Ki,=,1026uM
4a4g,2.989276134608227,2011,NMR,Kd,=,1.025mM
4bps,2.9913998282380825,2013,1.08,Ki,=,1.02mM
1ecq,3.0,2000,2.00,Ki,=,1.0mM
1hqg,3.0,2001,2.00,Ki,=,1.0mM
1mcz,3.0,2003,2.80,Ki,=,1mM
1ux7,3.0,2004,1.50,Kd,=,1mM
1w7h,3.0,2005,2.21,IC50,>,1mM
1wbg,3.0,2005,2.20,IC50,=,1mM
1wbo,3.0,2005,2.16,IC50,>,1mM
1ws4,3.0,2005,1.90,Kd,=,1.00mM
1yc5,3.0,2005,1.40,IC50,=,1.0mM
1z9h,3.0,2005,2.60,IC50,=,1mM
1zm7,3.0,2005,2.20,IC50,>,1000uM
2f1b,3.0,2006,1.45,IC50,=,1000uM
2h2e,3.0,2006,2.60,Kd,>,1000uM
2q8h,3.0,2007,2.00,Kd,=,1mM
2r0y,3.0,2007,1.75,Kd,=,1mM
2rka,3.0,2008,1.95,Ki,=,1mM
2v3u,3.0,2007,1.74,Kd,=,1mM
2vin,3.0,2008,1.90,IC50,=,1mM
2vtm,3.0,2008,2.25,IC50,=,1mM
2wa3,3.0,2010,2.50,IC50,=,1mM
2xgm,3.0,2010,2.55,Kd,=,1mM
2xgo,3.0,2010,2.60,Kd,=,1mM
2xp3,3.0,2011,2.00,IC50,>,1000uM
2ych,3.0,2011,2.20,Kd,<,1mM
3ap7,3.00436480540245,2011,1.53,Kd,=,0.99mM
3d9o,3.0,2008,2.00,Kd,=,1mM
3eka,3.0,2009,3.10,IC50,=,1mM
3grj,3.0,2009,2.49,Ki,=,1mM
3ime,3.0,2009,2.39,Kd,=,1000uM
3nf8,3.0,2011,1.90,IC50,>,1000uM
3nk8,3.0,2010,1.15,Kd,>,1mM
3ob0,3.0,2011,2.85,IC50,~,1mM
4b2i,3.0,2013,1.30,Kd,=,1.0mM
4fe9,3.0043209394883776,2012,2.00,Kd,=,990.1uM
4k0o,3.0,2013,2.15,Kd,=,1mM
4k5z,3.0,2013,1.80,IC50,>,1000uM
4k64,3.0,2013,2.60,Kd,>,1mM
4k72,3.0,2014,1.90,Ki,>,1000uM
4l51,3.0021769192542744,2013,1.90,Kd,=,995uM
4l5j,3.0,2013,2.60,Kd,~,1mM
4lkh,3.0,2013,3.10,Kd,>,1.0mM
4llk,3.00436480540245,2014,1.55,Ki,=,990uM
4m5r,3.0,2013,1.40,IC50,=,1000uM
4o7d,3.0,2014,2.30,IC50,~,1mM
4oyp,3.0,2014,2.28,IC50,>,1000uM
4oz2,3.0,2014,2.10,IC50,>,1000uM
4r3w,3.0,2014,1.91,Ki,=,1.0mM
4txs,2.9956786262173574,2015,2.78,Kd,=,1.01mM
4u0w,3.0,2015,2.00,Kd,=,1mM
4wh9,3.0,2014,1.50,IC50,=,1mM
5a5o,3.0,2015,2.04,IC50,>,1mM
5c7b,3.0,2015,2.68,IC50,=,1mM
1g42,3.0132282657337552,2001,1.80,Ki,=,0.97mM
1utm,3.0123337350737254,2004,1.50,Kd,=,0.972mM
4g0p,3.0087739243075053,2012,1.80,Kd,=,0.98mM
2vmd,3.0222763947111524,2008,1.90,Kd,=,0.95mM
3dc2,3.0222763947111524,2008,2.70,Ki,=,950uM
3fuk,3.0150228735845066,2009,1.95,IC50,=,966uM
4q81,3.0222763947111524,2015,1.55,Ki,=,950uM
4xm8,3.0222763947111524,2015,2.70,IC50,=,950uM
1ogd,3.0315170514460648,2003,1.95,Kd,=,0.93mM
1ws5,3.0333890133180654,2005,1.90,Kd,=,0.926mM
2ggu,3.0268721464003012,2006,1.90,IC50,=,0.94mM
2ha3,3.0315170514460648,2006,2.25,Kd,=,930uM
3adv,3.0301183562535,2010,2.27,Kd,=,933uM
3esj,3.0338582672609675,2009,2.70,Kd,=,0.925mM
4lm2,3.0268721464003012,2014,1.55,Ki,=,940uM
4qp2,3.0268721464003012,2015,2.23,Kd,=,940uM
5aoi,3.0268721464003012,2015,1.78,Kd,=,940uM
1rtf,3.0409586076789066,1997,2.30,Ki,=,910uM
2pcu,3.0409586076789066,2007,1.60,IC50,=,910uM
3ay0,3.0409586076789066,2011,3.05,Kd,=,910uM
3t08,3.0409586076789066,2012,2.00,Ki,=,0.91mM
3t1m,3.0409586076789066,2011,1.55,Kd,=,0.91mM
3zvv,3.038578905933552,2011,2.50,IC50,=,915uM
4i7k,3.0433514207947967,2013,1.72,Kd,=,905uM
4lm4,3.0409586076789066,2014,1.48,Ki,=,910uM
1f74,3.0457574905606752,2000,1.60,Ki,=,0.9mM
1gvk,3.050609993355087,2002,0.94,Ki,=,0.89mM
1gzg,3.0457574905606752,2002,1.66,IC50,=,0.9mM
1o41,3.0457574905606752,2004,1.70,IC50,=,0.9mM
1pum,3.0457574905606752,2004,2.30,IC50,=,0.9mM
1uj5,3.050609993355087,2004,2.00,Ki,=,0.89mM
1uj6,3.050609993355087,2004,1.74,Ki,=,0.89mM
2ohl,3.0457574905606752,2007,2.65,Kd,=,900uM
2vcw,3.050609993355087,2008,1.95,IC50,=,890uM
4g5f,3.0457574905606752,2013,2.33,Kd,=,0.9mM
4guj,3.0457574905606752,2012,1.50,Kd,=,0.9mM
4u5v,3.0457574905606752,2015,1.97,Kd,=,0.9mM
5abe,3.050609993355087,2015,2.00,Ki,=,890uM
2jfh,3.0604807473813813,2007,1.97,Ki,=,870uM
2ksa,3.059981844992337,2010,NMR,Ki,=,871uM
3atm,3.0589857562944305,2011,1.72,IC50,=,873uM
3hw1,3.0604807473813813,2009,2.48,IC50,=,0.87mM
3rxi,3.0589857562944305,2011,1.60,IC50,=,873uM
3rxj,3.0589857562944305,2011,1.70,IC50,=,873uM
4csy,3.0565054840938974,2014,2.41,Kd,=,878uM
4nyi,3.061480274823508,2014,2.96,Kd,=,868uM
1rnm,3.0735546521816106,1996,2.00,Ki,=,844.2uM
1s26,3.070581074285707,2004,3.00,Ki,=,0.85mM
3mof,3.065501548756432,2010,1.75,Ki,=,860uM
4yrs,3.070581074285707,2015,2.75,IC50,=,0.85mM
1hiy,3.0809219076239263,2001,2.60,Kd,=,0.83mM
1y1z,3.080398976215889,2005,1.50,Ki,=,0.831mM
4yv1,3.0809219076239263,2015,1.85,IC50,=,830uM
1mdl,3.0915149811213505,1996,1.85,Ki,=,810uM
1ugw,3.0861861476162833,2003,1.70,Kd,=,0.82mM
4eh5,3.087246696328677,2012,2.00,IC50,=,818uM
1a5v,3.0969100130080562,1998,1.90,IC50,=,800uM
1af2,3.0969100130080562,1997,2.30,Ki,=,0.8mM
1ec9,3.0969100130080562,2000,2.00,Ki,=,0.8mM
1pu7,3.0969100130080562,2003,1.93,Ki,=,0.8mM
1pu8,3.0969100130080562,2003,2.13,Ki,=,0.8mM
1swi,3.0969100130080562,1996,2.60,Kd,=,800uM
2xdl,3.1023729087095586,2010,1.98,Kd,=,790uM
3buf,3.0969100130080562,2008,2.30,Kd,=,800uM
3f78,3.0969100130080562,2009,1.60,Kd,=,800uM
3mo8,3.0969100130080562,2010,1.69,Kd,=,0.8mM
4cjr,3.1007268126823964,2014,1.80,Kd,=,793uM
4j79,3.0969100130080562,2013,1.56,Kd,>,800uM
4kz6,3.0969100130080562,2014,1.68,Ki,=,0.8mM
4pxf,3.0969100130080562,2014,2.75,Kd,=,0.8mM
4y2j,3.0969100130080562,2015,2.15,IC50,=,800uM
4y64,3.1023729087095586,2015,1.60,Ki,=,790uM
1k2i,3.1079053973095196,2001,1.80,IC50,=,0.78mM
1uod,3.1079053973095196,2004,1.90,Kd,=,0.78mM
2ay6,3.1079053973095196,1999,2.20,Kd,=,0.78mM
2lto,3.113509274827518,2013,NMR,Kd,=,770uM
2lwi,3.111820506081675,2013,NMR,Ki,=,773uM
3c2r,3.1079053973095196,2008,2.40,Kd,=,0.78mM
3msj,3.113509274827518,2010,1.80,IC50,=,770uM
4aj1,3.113509274827518,2012,1.87,Kd,=,770uM
4ajk,3.113509274827518,2012,2.03,Kd,=,770uM
4d52,3.11069829749369,2015,1.76,Kd,=,775uM
4gbz,3.113509274827518,2012,2.89,Kd,=,0.77mM
4wf4,3.109578981199086,2015,1.70,Kd,=,777uM
1h9l,3.1191864077192086,2001,1.67,Ki,=,0.76mM
2ksb,3.122628654130226,2010,NMR,Ki,=,754uM
4bt3,3.1191864077192086,2013,1.10,Ki,=,0.76mM
4cgi,3.123782159408358,2013,2.07,Kd,=,752uM
4uct,3.115204636051019,2015,2.10,IC50,=,767uM
1ax0,3.1272611725273314,1998,1.90,Kd,=,0.746mM
3kac,3.1307682802690238,2009,2.00,IC50,=,740uM
5c5t,3.1272611725273314,2015,1.60,Kd,=,746uM
2f1a,3.1426675035687315,2006,1.45,IC50,=,720uM
2ya7,3.1426675035687315,2011,1.89,Ki,=,0.72mM
3odk,3.1426675035687315,2010,2.30,IC50,=,720uM
4b34,3.136677139879544,2013,1.55,Kd,=,0.73mM
1e6q,3.154901959985743,2001,1.35,Ki,=,0.7mM
1eei,3.154901959985743,2000,2.00,IC50,=,0.7mM
1k9q,3.154901959985743,2001,NMR,Kd,=,700uM
1noi,3.154901959985743,1996,2.50,Ki,=,700uM
1noj,3.154901959985743,1996,2.40,Ki,=,700uM
1nok,3.154901959985743,1996,2.40,Ki,=,700uM
1rin,3.154901959985743,1993,2.60,Kd,=,0.7mM
2fr8,3.154901959985743,2006,2.60,Kd,=,700uM
2p8n,3.154901959985743,2007,1.94,Kd,=,0.7mM
3cgy,3.1456939581989194,2008,2.60,Kd,=,715uM
3e73,3.154901959985743,2009,2.80,Kd,=,0.7mM
4de5,3.154901959985743,2013,2.25,Kd,=,0.7mM
4fzj,3.154901959985743,2013,1.63,Kd,=,0.7mM
4lw1,3.1487416512809245,2013,1.63,Kd,=,710uM
4x0z,3.154901959985743,2015,1.85,Kd,=,0.7mM
2ymd,3.1592667653881934,2012,1.96,Kd,=,693uM
3ad8,3.161150909262745,2010,2.20,Kd,=,0.69mM
3ecn,3.156144577376839,2008,2.10,IC50,=,698uM
3f34,3.161150909262745,2009,1.68,Kd,=,0.69mM
3f35,3.161150909262745,2009,1.92,Kd,=,0.69mM
3kpu,3.161150909262745,2010,2.40,Kd,=,690uM
3lk0,3.156829535480102,2010,2.04,Kd,=,696.9uM
4eh2,3.159893905543242,2012,2.00,IC50,=,692uM
4hnc,3.1739251972991736,2013,1.89,Ki,=,0.67mM
4uce,3.167491087293764,2015,2.95,Kd,=,680uM
4x3i,3.173277479831008,2015,1.80,Ki,=,671uM
1b9s,3.175874166083451,1999,2.50,IC50,>,667uM
1lbk,3.175223537524454,2002,1.86,Kd,=,668uM
1ro7,3.1824346304402193,2004,1.80,Ki,=,657uM
2wik,3.1804560644581312,2009,2.10,Kd,=,660uM
3at1,3.1804560644581312,1990,2.80,Ki,=,0.66mM
3bug,3.1804560644581312,2008,2.50,Kd,=,660uM
3kid,3.1830961606243395,2009,2.71,Ki,=,656uM
1o6i,3.1870866433571443,2003,1.70,Ki,=,0.65mM
2zdx,3.1884249941294067,2008,2.54,IC50,=,648uM
3dxh,3.1870866433571443,2009,1.40,Ki,=,0.65mM
3g1v,3.1904402853647325,2009,1.30,Ki,=,645uM
4gzx,3.1904402853647325,2012,2.45,Kd,=,645uM
4mlx,3.1870866433571443,2014,1.65,Ki,=,0.65mM
1axz,3.1958605676646497,1998,1.95,Kd,=,0.637mM
2w0x,3.2041199826559246,2009,2.12,IC50,=,625uM
2wij,3.2006594505464183,2009,2.10,Kd,=,630uM
3kab,3.2006594505464183,2009,2.19,IC50,=,630uM
4elc,3.2041199826559246,2012,1.80,Ki,=,625uM
4nrm,3.2021095169416514,2014,2.17,IC50,=,627.9uM
5d9p,3.2006594505464183,2015,1.80,Kd,=,0.63mM
1s5z,3.207608310501746,2005,2.00,Kd,=,0.62mM
3fty,3.208309350979882,2009,2.15,IC50,=,619uM
6tim,3.214670164989233,1992,2.20,Ki,=,0.61mM
1br6,3.2218487496163566,1998,2.30,Ki,=,0.6mM
1e6s,3.2218487496163566,2000,1.35,Ki,=,0.6mM
1e72,3.2218487496163566,2001,1.60,Ki,=,0.6mM
1evh,3.2204035087421756,1999,1.80,Kd,=,602uM
1ew9,3.2218487496163566,2002,2.00,Ki,=,0.6mM
1k1y,3.2218487496163566,2003,2.40,Ki,=,0.6mM
1q5l,3.2218487496163566,2003,NMR,Kd,=,600uM
1qwu,3.2218487496163566,2003,2.03,Ki,=,0.6mM
1tog,3.2218487496163566,2004,2.31,Kd,=,0.6mM
1x6u,3.2218487496163566,2005,2.70,Ki,=,0.6mM
1zc9,3.2218487496163566,2006,2.00,Kd,=,0.6mM
2bv4,3.2218487496163566,2006,1.00,IC50,=,600uM
2ri9,3.2218487496163566,2008,1.95,Ki,=,0.6mM
2uy3,3.2218487496163566,2007,1.90,Ki,=,600uM
3aru,3.2218487496163566,2011,1.90,Kd,=,600uM
3i8t,3.2218487496163566,2011,2.10,Kd,=,600uM
4n5d,3.2168113089247425,2013,2.06,Kd,=,607uM
4tyl,3.2218487496163566,2014,1.85,Kd,=,600uM
1px4,3.2291479883578558,2004,1.60,Ki,=,0.59mM
2gmk,3.2291479883578558,2006,1.65,Ki,=,590uM
3zsy,3.2254830342714507,2012,2.20,Kd,=,595uM
4kc4,3.2335871528876003,2013,1.60,IC50,=,584uM
4lm1,3.2291479883578558,2014,1.60,Ki,=,590uM
4unp,3.2291479883578558,2015,2.30,Kd,=,590uM
1gx4,3.2365720064370627,2003,1.46,Kd,=,0.580mM
2r8q,3.2365720064370627,2007,1.50,IC50,=,580uM
3qfz,3.2441251443275085,2011,2.39,Ki,=,570uM
4b2l,3.2441251443275085,2013,1.50,Kd,=,0.57mM
4k60,3.2441251443275085,2013,1.50,IC50,=,570uM
4luo,3.2365720064370627,2013,1.54,Kd,=,580uM
4qlk,3.2441251443275085,2015,1.83,Ki,=,0.57mM
4y2u,3.2365720064370627,2015,2.75,IC50,=,580uM
1v2j,3.2471835688117285,2004,1.90,Ki,=,566uM
3ta1,3.245651664288981,2011,1.90,Kd,=,568uM
4lm0,3.2518119729937998,2014,1.66,Ki,=,560uM
1l5s,3.2596373105057563,2002,2.10,Kd,=,550uM
3t1l,3.2596373105057563,2011,1.60,Kd,=,0.55mM
4egh,3.2596373105057563,2012,1.60,IC50,=,550uM
4k66,3.25649023527157,2013,3.00,Kd,=,554uM
4wkt,3.2596373105057563,2014,1.78,Ki,=,0.55mM
5yas,3.2596373105057563,1999,2.20,Ki,=,0.55mM
1axr,3.2676062401770314,1998,2.30,Ki,=,540uM
3ioe,3.2676062401770314,2009,1.95,Kd,=,540uM
4jbl,3.2676062401770314,2013,2.00,Kd,=,0.54mM
1bcu,3.275724130399211,1998,2.00,Kd,=,0.53mM
1g9t,3.279014255846261,2002,2.80,Ki,=,526uM
1x07,3.283996656365201,2005,2.20,Kd,=,520uM
2xgs,3.275724130399211,2010,2.39,Kd,=,0.530mM
3d52,3.283996656365201,2008,1.60,Ki,=,520uM
3ms4,3.280420142286277,2011,2.07,IC50,=,524.3uM
3tfu,3.283996656365201,2011,1.94,Ki,=,520uM
3zsx,3.2848326421515424,2012,1.95,Kd,=,519uM
4eh7,3.283996656365201,2012,2.10,IC50,=,520uM
4fl1,3.283996656365201,2012,1.79,Kd,=,520uM
4yv0,3.275724130399211,2015,1.95,IC50,=,530uM
1ax1,3.288192770958809,1998,1.95,Kd,=,0.515mM
4f20,3.2938798902972963,2012,2.50,Kd,=,0.5083mM
1d7j,3.3010299956639813,1999,1.85,Kd,=,500uM
1k9r,3.3010299956639813,2001,NMR,Kd,=,500uM
1lt6,3.3010299956639813,1997,2.20,IC50,=,0.5mM
1o4e,3.3010299956639813,2004,2.00,IC50,=,0.5mM
1phw,3.3010299956639813,2004,2.36,Ki,=,0.5mM
1tpw,3.3010299956639813,1995,1.90,Ki,=,0.5mM
1zd2,3.3010299956639813,2006,3.00,IC50,>,500uM
1zd3,3.3010299956639813,2006,2.30,IC50,>,500uM
2aq7,3.3010299956639813,2006,2.30,IC50,=,500uM
2aqb,3.3010299956639813,2006,2.19,IC50,=,500uM
2hd1,3.3010299956639813,2006,2.23,IC50,=,500uM
2uxx,3.3010299956639813,2007,2.74,Ki,=,500uM
2vw2,3.3010299956639813,2008,1.70,Ki,=,0.5mM
2w0s,3.3010299956639813,2008,2.92,Kd,=,0.5mM
2xml,3.3010299956639813,2010,2.55,IC50,=,500uM
3aaq,3.3010299956639813,2010,2.00,Ki,=,0.5mM
3avg,3.3010299956639813,2012,1.70,IC50,>,500uM
3avh,3.3010299956639813,2012,1.88,IC50,>,500uM
3avi,3.3010299956639813,2012,1.70,IC50,>,500uM
3avj,3.3010299956639813,2012,1.70,IC50,>,500uM
3avk,3.3010299956639813,2012,1.75,IC50,>,500uM
3avm,3.3010299956639813,2012,1.88,IC50,>,500uM
3avn,3.3010299956639813,2012,2.10,IC50,>,500uM
3ch9,3.3010299956639813,2008,2.20,IC50,=,500uM
3gv6,3.3010299956639813,2009,1.76,Kd,>,500uM
3h2c,3.3010299956639813,2009,2.60,IC50,=,500uM
3hcm,3.3010299956639813,2010,2.00,Kd,=,0.5mM
3i90,3.3010299956639813,2009,2.00,Kd,>,500uM
3i91,3.3010299956639813,2009,1.55,Kd,>,500uM
3l7g,3.3010299956639813,2010,2.70,Ki,=,0.5mM
3n1v,3.3010299956639813,2010,2.18,IC50,=,500uM
3n1w,3.3010299956639813,2010,2.56,IC50,>,500uM
3n3l,3.3010299956639813,2010,2.74,IC50,>,500uM
3n45,3.3010299956639813,2010,1.88,IC50,>,500uM
4b6f,3.3010299956639813,2012,2.89,IC50,~,500uM
4ddh,3.3010299956639813,2013,2.07,Kd,=,0.5mM
4gj8,3.3010299956639813,2013,2.50,Kd,>,500uM
4gj9,3.3010299956639813,2013,2.60,Kd,>,500uM
4jss,3.3010299956639813,2013,1.50,Ki,=,500uM
4mrw,3.3010299956639813,2014,1.96,Ki,=,500uM
4msa,3.3010299956639813,2014,1.62,Ki,=,500uM
4np3,3.3010299956639813,2014,1.61,Kd,=,0.5mM
4ojq,3.3010299956639813,2014,2.25,IC50,=,500uM
4oue,3.3010299956639813,2014,2.35,Ki,>,500uM
4tz8,3.3010299956639813,2014,2.15,Kd,=,500uM
4u6e,3.3010299956639813,2015,1.90,Ki,>,500uM
4ucr,3.3010299956639813,2015,2.15,IC50,>,500uM
4x13,3.3010299956639813,2015,2.00,Kd,=,0.5mM
1i2s,3.309803919971486,2002,1.70,Ki,=,490uM
1pzp,3.309803919971486,2004,1.45,Ki,=,490uM
3msc,3.314975214894286,2011,1.95,IC50,=,484.2uM
4kc2,3.30715308072277,2013,1.70,IC50,=,493uM
5c7a,3.305394801066431,2015,2.36,IC50,=,495uM
1pzo,3.318758762624413,2004,1.90,Ki,=,480uM
2wk6,3.318758762624413,2009,2.50,Ki,=,0.48mM
4a4e,3.322393047279507,2011,NMR,Kd,=,0.476mM
4cjp,3.317854923626168,2014,2.00,Kd,=,481uM
4i7j,3.318758762624413,2013,1.67,Kd,=,480uM
188l,3.3279021420642825,1995,1.80,Kd,=,470uM
1jlr,3.332547047110046,2002,2.45,Kd,=,465uM
2a3b,3.3288271572849166,2005,1.90,IC50,=,469uM
2pnc,3.33161408331,2008,2.40,Ki,=,466uM
4ab9,3.33161408331,2012,1.20,Kd,=,466uM
4b0b,3.3279021420642825,2012,1.90,Kd,=,0.47mM
4b5t,3.3279021420642825,2012,1.92,Kd,=,0.47mM
4b5w,3.3279021420642825,2012,1.79,Kd,=,0.47mM
4k2y,3.3279021420642825,2013,2.30,IC50,=,470uM
4pd9,3.3279021420642825,2014,3.10,Kd,=,470uM
2xoi,3.337242168318426,2011,1.72,Ki,=,0.46mM
3f33,3.337242168318426,2009,1.70,Kd,=,0.46mM
3ry8,3.337242168318426,2011,1.40,Kd,=,460uM
4b32,3.337242168318426,2013,1.50,Kd,=,0.46mM
4bt4,3.337242168318426,2013,1.60,Ki,=,0.46mM
4cp5,3.344861565188618,2015,2.32,Kd,=,452uM
4gwk,3.337242168318426,2012,1.53,Kd,=,460uM
4yuy,3.337242168318426,2015,1.58,IC50,=,460uM
2qcm,3.3467874862246565,2007,1.67,IC50,=,450uM
3c2o,3.3467874862246565,2008,2.30,Kd,=,0.45mM
3pwk,3.3467874862246565,2012,1.50,Ki,=,0.45mM
3zxe,3.3467874862246565,2011,1.67,Kd,=,450uM
4gnf,3.3467874862246565,2013,1.55,Kd,=,450uM
4joh,3.3467874862246565,2014,1.47,Ki,=,450uM
4lkq,3.3467874862246565,2014,1.62,Ki,=,450uM
4ucu,3.3496924768680634,2015,2.10,IC50,=,447uM
4wet,3.3526170298853804,2015,1.63,Kd,=,444uM
1ahy,3.3565473235138126,1995,2.30,Kd,=,440uM
2ha7,3.3565473235138126,2006,2.66,Kd,=,440uM
2pvv,3.3585258894959007,2007,2.11,IC50,=,438uM
2vc7,3.3638131048012756,2008,2.05,Ki,=,432.7uM
3av9,3.3615107430453626,2012,1.70,IC50,=,435uM
3zzh,3.3565473235138126,2012,2.10,IC50,=,0.44mM
4cj4,3.364516253185088,2014,1.80,Kd,=,432uM
4wyp,3.3565473235138126,2015,1.50,Kd,=,440uM
187l,3.374687549038326,1995,1.80,Kd,=,422uM
1tnh,3.3665315444204134,1994,1.80,Ki,=,0.43mM
1v2u,3.3695721249749764,2004,1.80,Ki,=,427uM
1v2v,3.3695721249749764,2004,1.80,Ki,=,427uM
2c6g,3.3685562309868278,2006,2.20,IC50,=,428uM
3d8z,3.3736596326249577,2009,1.98,Ki,=,423uM
3n35,3.3655227298392685,2011,2.00,Kd,=,431uM
4b33,3.3665315444204134,2013,1.50,Kd,=,0.43mM
4mrd,3.3685562309868278,2014,2.55,Kd,=,428uM
1z34,3.3767507096020997,2005,2.40,IC50,=,0.42mM
2fzg,3.3767507096020997,2006,2.25,Ki,=,420uM
3a73,3.3767507096020997,2010,2.19,Kd,=,420uM
3tay,3.3767507096020997,2012,1.85,Kd,=,0.42mM
3w07,3.3767507096020997,2013,1.03,Kd,=,0.42mM
4qll,3.3767507096020997,2015,1.85,Ki,=,0.42mM
1toj,3.3872161432802645,2004,1.90,Kd,=,0.41mM
2j9h,3.3872161432802645,2006,2.40,Ki,=,410uM
3mrx,3.3909394500699133,2011,1.95,IC50,=,406.5uM
4ipn,3.3885953622884064,2013,2.41,Kd,=,408.7uM
4lhm,3.3872161432802645,2014,1.52,Ki,=,0.41mM
4ms0,3.3872161432802645,2014,1.79,Ki,=,410uM
1bxr,3.3979400086720375,1999,2.10,Ki,=,0.4mM
1f8d,3.3979400086720375,2001,1.40,Ki,=,400uM
1hxk,3.3979400086720375,2002,1.50,IC50,=,400uM
1ikt,3.3979400086720375,2001,1.75,Kd,=,400uM
1il9,3.3979400086720375,2002,3.10,IC50,=,0.40mM
1jt1,3.3979400086720375,2003,1.78,Ki,=,400uM
1l83,3.3979400086720375,1993,1.70,Kd,=,0.40mM
1m83,3.3979400086720375,2002,2.20,Kd,=,0.4mM
1uz4,3.3979400086720375,2004,1.71,Ki,=,400uM
1way,3.3979400086720375,2005,2.02,IC50,=,400uM
220l,3.3979400086720375,1998,1.85,Kd,=,0.4mM
223l,3.3979400086720375,1998,1.90,Kd,=,0.4mM
2jbu,3.3979400086720375,2007,3.00,IC50,=,400uM
2jqk,3.39577394691553,2007,NMR,Kd,=,402uM
2q8i,3.3979400086720375,2007,2.60,IC50,=,400uM
